anbefalt_term:en;anbefalt_term:nn;anbefalt_term:nb;tillatt_term:nb;tillatt_term:nn;tillatt_term:en;frarådet_term:nb;frarådet_term:nn;frarådet_term:en;definisjon:nb;definisjon:nn;definisjon:en;definisjon:forhold_til_kilde;definisjon:kilde;definisjon:kilde.1;definisjon_for_allmennheten:nb;definisjon_for_allmennheten:nn;definisjon_for_allmennheten:en;definisjon_for_allmennheten:forhold_til_kilde;definisjon_for_allmennheten:kilde;definisjon_for_allmennheten:kilde.1;definisjon_for_spesialister:nb;definisjon_for_spesialister:nn;definisjon_for_spesialister:en;definisjon_for_spesialister:forhold_til_kilde;definisjon_for_spesialister:kilde;definisjon_for_spesialister:kilde.1;merknad:nb;merknad:nn;merknad:en;eksempel:nb;eksempel:nn;eksempel:en;fagområde:nb;fagområde:nn;fagområde:en;verdiområde:uri;verdiområde:tekst;kontaktpunkt:epost;kontaktpunkt:telefon;gyldig_fom;gyldig_tom;se_også;versjon
anbefalt term 498_en;anbefalt term 498_nn;anbefalt term 498_nb;tillatt term 498_nb;tillatt term 498_nn;tillatt term 498_en;frarådet term 498_nb;frarådet term 498_nn;frarådet term 498_en;definisjon 498_nb;definisjon 498_nn;definisjon 498_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 498_nb;definisjon for allmennheten 498_nn;definisjon for allmennheten 498_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 498_nb;definisjon for spesialister 498_nn;definisjon_for_spesialister498_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad498_nb;merknad498_nn;merknad498_en;eksempel498_nb;eksempel498_nn;eksempel498_en;43;43;43;http://lenketilverdiomraade498.no;Tittel verdiområde 498;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 499_en;anbefalt term 499_nn;anbefalt term 499_nb;tillatt term 499_nb;tillatt term 499_nn;tillatt term 499_en;frarådet term 499_nb;frarådet term 499_nn;frarådet term 499_en;definisjon 499_nb;definisjon 499_nn;definisjon 499_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 499_nb;definisjon for allmennheten 499_nn;definisjon for allmennheten 499_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 499_nb;definisjon for spesialister 499_nn;definisjon_for_spesialister499_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad499_nb;merknad499_nn;merknad499_en;eksempel499_nb;eksempel499_nn;eksempel499_en;16;16;16;http://lenketilverdiomraade499.no;Tittel verdiområde 499;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 500_en;anbefalt term 500_nn;anbefalt term 500_nb;tillatt term 500_nb;tillatt term 500_nn;tillatt term 500_en;frarådet term 500_nb;frarådet term 500_nn;frarådet term 500_en;definisjon 500_nb;definisjon 500_nn;definisjon 500_en;egendefinert;;;definisjon for allmennheten 500_nb;definisjon for allmennheten 500_nn;definisjon for allmennheten 500_en;egendefinert;;;definisjon for spesialister 500_nb;definisjon for spesialister 500_nn;definisjon_for_spesialister500_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad500_nb;merknad500_nn;merknad500_en;eksempel500_nb;eksempel500_nn;eksempel500_en;16;16;16;http://lenketilverdiomraade500.no;Tittel verdiområde 500;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 501_en;anbefalt term 501_nn;anbefalt term 501_nb;tillatt term 501_nb;tillatt term 501_nn;tillatt term 501_en;frarådet term 501_nb;frarådet term 501_nn;frarådet term 501_en;definisjon 501_nb;definisjon 501_nn;definisjon 501_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 501_nb;definisjon for allmennheten 501_nn;definisjon for allmennheten 501_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 501_nb;definisjon for spesialister 501_nn;definisjon_for_spesialister501_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad501_nb;merknad501_nn;merknad501_en;eksempel501_nb;eksempel501_nn;eksempel501_en;16;16;16;http://lenketilverdiomraade501.no;Tittel verdiområde 501;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 502_en;anbefalt term 502_nn;anbefalt term 502_nb;tillatt term 502_nb;tillatt term 502_nn;tillatt term 502_en;frarådet term 502_nb;frarådet term 502_nn;frarådet term 502_en;definisjon 502_nb;definisjon 502_nn;definisjon 502_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 502_nb;definisjon for allmennheten 502_nn;definisjon for allmennheten 502_en;egendefinert;;;definisjon for spesialister 502_nb;definisjon for spesialister 502_nn;definisjon_for_spesialister502_en;egendefinert;;;merknad502_nb;merknad502_nn;merknad502_en;eksempel502_nb;eksempel502_nn;eksempel502_en;14;14;14;http://lenketilverdiomraade502.no;Tittel verdiområde 502;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 503_en;anbefalt term 503_nn;anbefalt term 503_nb;tillatt term 503_nb;tillatt term 503_nn;tillatt term 503_en;frarådet term 503_nb;frarådet term 503_nn;frarådet term 503_en;definisjon 503_nb;definisjon 503_nn;definisjon 503_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 503_nb;definisjon for allmennheten 503_nn;definisjon for allmennheten 503_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 503_nb;definisjon for spesialister 503_nn;definisjon_for_spesialister503_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad503_nb;merknad503_nn;merknad503_en;eksempel503_nb;eksempel503_nn;eksempel503_en;22;22;22;http://lenketilverdiomraade503.no;Tittel verdiområde 503;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 504_en;anbefalt term 504_nn;anbefalt term 504_nb;tillatt term 504_nb;tillatt term 504_nn;tillatt term 504_en;frarådet term 504_nb;frarådet term 504_nn;frarådet term 504_en;definisjon 504_nb;definisjon 504_nn;definisjon 504_en;egendefinert;;;definisjon for allmennheten 504_nb;definisjon for allmennheten 504_nn;definisjon for allmennheten 504_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 504_nb;definisjon for spesialister 504_nn;definisjon_for_spesialister504_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad504_nb;merknad504_nn;merknad504_en;eksempel504_nb;eksempel504_nn;eksempel504_en;50;50;50;http://lenketilverdiomraade504.no;Tittel verdiområde 504;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 505_en;anbefalt term 505_nn;anbefalt term 505_nb;tillatt term 505_nb;tillatt term 505_nn;tillatt term 505_en;frarådet term 505_nb;frarådet term 505_nn;frarådet term 505_en;definisjon 505_nb;definisjon 505_nn;definisjon 505_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 505_nb;definisjon for allmennheten 505_nn;definisjon for allmennheten 505_en;egendefinert;;;definisjon for spesialister 505_nb;definisjon for spesialister 505_nn;definisjon_for_spesialister505_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad505_nb;merknad505_nn;merknad505_en;eksempel505_nb;eksempel505_nn;eksempel505_en;31;31;31;http://lenketilverdiomraade505.no;Tittel verdiområde 505;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 506_en;anbefalt term 506_nn;anbefalt term 506_nb;tillatt term 506_nb;tillatt term 506_nn;tillatt term 506_en;frarådet term 506_nb;frarådet term 506_nn;frarådet term 506_en;definisjon 506_nb;definisjon 506_nn;definisjon 506_en;egendefinert;;;definisjon for allmennheten 506_nb;definisjon for allmennheten 506_nn;definisjon for allmennheten 506_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 506_nb;definisjon for spesialister 506_nn;definisjon_for_spesialister506_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad506_nb;merknad506_nn;merknad506_en;eksempel506_nb;eksempel506_nn;eksempel506_en;34;34;34;http://lenketilverdiomraade506.no;Tittel verdiområde 506;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 507_en;anbefalt term 507_nn;anbefalt term 507_nb;tillatt term 507_nb;tillatt term 507_nn;tillatt term 507_en;frarådet term 507_nb;frarådet term 507_nn;frarådet term 507_en;definisjon 507_nb;definisjon 507_nn;definisjon 507_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 507_nb;definisjon for allmennheten 507_nn;definisjon for allmennheten 507_en;egendefinert;;;definisjon for spesialister 507_nb;definisjon for spesialister 507_nn;definisjon_for_spesialister507_en;egendefinert;;;merknad507_nb;merknad507_nn;merknad507_en;eksempel507_nb;eksempel507_nn;eksempel507_en;11;11;11;http://lenketilverdiomraade507.no;Tittel verdiområde 507;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 508_en;anbefalt term 508_nn;anbefalt term 508_nb;tillatt term 508_nb;tillatt term 508_nn;tillatt term 508_en;frarådet term 508_nb;frarådet term 508_nn;frarådet term 508_en;definisjon 508_nb;definisjon 508_nn;definisjon 508_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 508_nb;definisjon for allmennheten 508_nn;definisjon for allmennheten 508_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 508_nb;definisjon for spesialister 508_nn;definisjon_for_spesialister508_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad508_nb;merknad508_nn;merknad508_en;eksempel508_nb;eksempel508_nn;eksempel508_en;14;14;14;http://lenketilverdiomraade508.no;Tittel verdiområde 508;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 509_en;anbefalt term 509_nn;anbefalt term 509_nb;tillatt term 509_nb;tillatt term 509_nn;tillatt term 509_en;frarådet term 509_nb;frarådet term 509_nn;frarådet term 509_en;definisjon 509_nb;definisjon 509_nn;definisjon 509_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 509_nb;definisjon for allmennheten 509_nn;definisjon for allmennheten 509_en;egendefinert;;;definisjon for spesialister 509_nb;definisjon for spesialister 509_nn;definisjon_for_spesialister509_en;egendefinert;;;merknad509_nb;merknad509_nn;merknad509_en;eksempel509_nb;eksempel509_nn;eksempel509_en;48;48;48;http://lenketilverdiomraade509.no;Tittel verdiområde 509;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 510_en;anbefalt term 510_nn;anbefalt term 510_nb;tillatt term 510_nb;tillatt term 510_nn;tillatt term 510_en;frarådet term 510_nb;frarådet term 510_nn;frarådet term 510_en;definisjon 510_nb;definisjon 510_nn;definisjon 510_en;egendefinert;;;definisjon for allmennheten 510_nb;definisjon for allmennheten 510_nn;definisjon for allmennheten 510_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 510_nb;definisjon for spesialister 510_nn;definisjon_for_spesialister510_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad510_nb;merknad510_nn;merknad510_en;eksempel510_nb;eksempel510_nn;eksempel510_en;1;1;1;http://lenketilverdiomraade510.no;Tittel verdiområde 510;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 511_en;anbefalt term 511_nn;anbefalt term 511_nb;tillatt term 511_nb;tillatt term 511_nn;tillatt term 511_en;frarådet term 511_nb;frarådet term 511_nn;frarådet term 511_en;definisjon 511_nb;definisjon 511_nn;definisjon 511_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 511_nb;definisjon for allmennheten 511_nn;definisjon for allmennheten 511_en;egendefinert;;;definisjon for spesialister 511_nb;definisjon for spesialister 511_nn;definisjon_for_spesialister511_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad511_nb;merknad511_nn;merknad511_en;eksempel511_nb;eksempel511_nn;eksempel511_en;25;25;25;http://lenketilverdiomraade511.no;Tittel verdiområde 511;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 512_en;anbefalt term 512_nn;anbefalt term 512_nb;tillatt term 512_nb;tillatt term 512_nn;tillatt term 512_en;frarådet term 512_nb;frarådet term 512_nn;frarådet term 512_en;definisjon 512_nb;definisjon 512_nn;definisjon 512_en;egendefinert;;;definisjon for allmennheten 512_nb;definisjon for allmennheten 512_nn;definisjon for allmennheten 512_en;egendefinert;;;definisjon for spesialister 512_nb;definisjon for spesialister 512_nn;definisjon_for_spesialister512_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad512_nb;merknad512_nn;merknad512_en;eksempel512_nb;eksempel512_nn;eksempel512_en;20;20;20;http://lenketilverdiomraade512.no;Tittel verdiområde 512;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 513_en;anbefalt term 513_nn;anbefalt term 513_nb;tillatt term 513_nb;tillatt term 513_nn;tillatt term 513_en;frarådet term 513_nb;frarådet term 513_nn;frarådet term 513_en;definisjon 513_nb;definisjon 513_nn;definisjon 513_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 513_nb;definisjon for allmennheten 513_nn;definisjon for allmennheten 513_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 513_nb;definisjon for spesialister 513_nn;definisjon_for_spesialister513_en;egendefinert;;;merknad513_nb;merknad513_nn;merknad513_en;eksempel513_nb;eksempel513_nn;eksempel513_en;9;9;9;http://lenketilverdiomraade513.no;Tittel verdiområde 513;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 514_en;anbefalt term 514_nn;anbefalt term 514_nb;tillatt term 514_nb;tillatt term 514_nn;tillatt term 514_en;frarådet term 514_nb;frarådet term 514_nn;frarådet term 514_en;definisjon 514_nb;definisjon 514_nn;definisjon 514_en;egendefinert;;;definisjon for allmennheten 514_nb;definisjon for allmennheten 514_nn;definisjon for allmennheten 514_en;egendefinert;;;definisjon for spesialister 514_nb;definisjon for spesialister 514_nn;definisjon_for_spesialister514_en;egendefinert;;;merknad514_nb;merknad514_nn;merknad514_en;eksempel514_nb;eksempel514_nn;eksempel514_en;21;21;21;http://lenketilverdiomraade514.no;Tittel verdiområde 514;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 515_en;anbefalt term 515_nn;anbefalt term 515_nb;tillatt term 515_nb;tillatt term 515_nn;tillatt term 515_en;frarådet term 515_nb;frarådet term 515_nn;frarådet term 515_en;definisjon 515_nb;definisjon 515_nn;definisjon 515_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 515_nb;definisjon for allmennheten 515_nn;definisjon for allmennheten 515_en;egendefinert;;;definisjon for spesialister 515_nb;definisjon for spesialister 515_nn;definisjon_for_spesialister515_en;egendefinert;;;merknad515_nb;merknad515_nn;merknad515_en;eksempel515_nb;eksempel515_nn;eksempel515_en;39;39;39;http://lenketilverdiomraade515.no;Tittel verdiområde 515;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 516_en;anbefalt term 516_nn;anbefalt term 516_nb;tillatt term 516_nb;tillatt term 516_nn;tillatt term 516_en;frarådet term 516_nb;frarådet term 516_nn;frarådet term 516_en;definisjon 516_nb;definisjon 516_nn;definisjon 516_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 516_nb;definisjon for allmennheten 516_nn;definisjon for allmennheten 516_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 516_nb;definisjon for spesialister 516_nn;definisjon_for_spesialister516_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad516_nb;merknad516_nn;merknad516_en;eksempel516_nb;eksempel516_nn;eksempel516_en;38;38;38;http://lenketilverdiomraade516.no;Tittel verdiområde 516;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
