anbefalt_term:en;anbefalt_term:nn;anbefalt_term:nb;tillatt_term:nb;tillatt_term:nn;tillatt_term:en;frarådet_term:nb;frarådet_term:nn;frarådet_term:en;definisjon:nb;definisjon:nn;definisjon:en;definisjon:forhold_til_kilde;definisjon:kilde;definisjon:kilde;definisjon_for_allmennheten:nb;definisjon_for_allmennheten:nn;definisjon_for_allmennheten:en;definisjon_for_allmennheten:forhold_til_kilde;definisjon_for_allmennheten:kilde;definisjon_for_allmennheten:kilde;definisjon_for_spesialister:nb;definisjon_for_spesialister:nn;definisjon_for_spesialister:en;definisjon_for_spesialister:forhold_til_kilde;definisjon_for_spesialister:kilde;definisjon_for_spesialister:kilde;merknad:nb;merknad:nn;merknad:en;eksempel:nb;eksempel:nn;eksempel:en;fagområde:nb;fagområde:nn;fagområde:en;verdiområde:uri;verdiområde:tekst;kontaktpunkt:epost;kontaktpunkt:telefon;gyldig_fom;gyldig_tom;se_også;versjon
anbefalt term 318_en;anbefalt term 318_nn;anbefalt term 318_nb;tillatt term 318_nb;tillatt term 318_nn;tillatt term 318_en;frarådet term 318_nb;frarådet term 318_nn;frarådet term 318_en;definisjon 318_nb;definisjon 318_nn;definisjon 318_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 318_nb;definisjon for allmennheten 318_nn;definisjon for allmennheten 318_en;egendefinert;;;definisjon for spesialister 318_nb;definisjon for spesialister 318_nn;definisjon_for_spesialister318_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad318_nb;merknad318_nn;merknad318_en;eksempel318_nb;eksempel318_nn;eksempel318_en;fagområde10_nb;fagområde10_nn;fagområde10_en;http://lenketilverdiomraade318.no;Tittel verdiområde 318;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 319_en;anbefalt term 319_nn;anbefalt term 319_nb;tillatt term 319_nb;tillatt term 319_nn;tillatt term 319_en;frarådet term 319_nb;frarådet term 319_nn;frarådet term 319_en;definisjon 319_nb;definisjon 319_nn;definisjon 319_en;egendefinert;;;definisjon for allmennheten 319_nb;definisjon for allmennheten 319_nn;definisjon for allmennheten 319_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 319_nb;definisjon for spesialister 319_nn;definisjon_for_spesialister319_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad319_nb;merknad319_nn;merknad319_en;eksempel319_nb;eksempel319_nn;eksempel319_en;fagområde11_nb;fagområde11_nn;fagområde11_en;http://lenketilverdiomraade319.no;Tittel verdiområde 319;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 320_en;anbefalt term 320_nn;anbefalt term 320_nb;tillatt term 320_nb;tillatt term 320_nn;tillatt term 320_en;frarådet term 320_nb;frarådet term 320_nn;frarådet term 320_en;definisjon 320_nb;definisjon 320_nn;definisjon 320_en;egendefinert;;;definisjon for allmennheten 320_nb;definisjon for allmennheten 320_nn;definisjon for allmennheten 320_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 320_nb;definisjon for spesialister 320_nn;definisjon_for_spesialister320_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad320_nb;merknad320_nn;merknad320_en;eksempel320_nb;eksempel320_nn;eksempel320_en;fagområde12_nb;fagområde12_nn;fagområde12_en;http://lenketilverdiomraade320.no;Tittel verdiområde 320;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 321_en;anbefalt term 321_nn;anbefalt term 321_nb;tillatt term 321_nb;tillatt term 321_nn;tillatt term 321_en;frarådet term 321_nb;frarådet term 321_nn;frarådet term 321_en;definisjon 321_nb;definisjon 321_nn;definisjon 321_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 321_nb;definisjon for allmennheten 321_nn;definisjon for allmennheten 321_en;egendefinert;;;definisjon for spesialister 321_nb;definisjon for spesialister 321_nn;definisjon_for_spesialister321_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad321_nb;merknad321_nn;merknad321_en;eksempel321_nb;eksempel321_nn;eksempel321_en;fagområde2_nb;fagområde2_nn;fagområde2_en;http://lenketilverdiomraade321.no;Tittel verdiområde 321;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 322_en;anbefalt term 322_nn;anbefalt term 322_nb;tillatt term 322_nb;tillatt term 322_nn;tillatt term 322_en;frarådet term 322_nb;frarådet term 322_nn;frarådet term 322_en;definisjon 322_nb;definisjon 322_nn;definisjon 322_en;egendefinert;;;definisjon for allmennheten 322_nb;definisjon for allmennheten 322_nn;definisjon for allmennheten 322_en;egendefinert;;;definisjon for spesialister 322_nb;definisjon for spesialister 322_nn;definisjon_for_spesialister322_en;egendefinert;;;merknad322_nb;merknad322_nn;merknad322_en;eksempel322_nb;eksempel322_nn;eksempel322_en;fagområde3_nb;fagområde3_nn;fagområde3_en;http://lenketilverdiomraade322.no;Tittel verdiområde 322;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 323_en;anbefalt term 323_nn;anbefalt term 323_nb;tillatt term 323_nb;tillatt term 323_nn;tillatt term 323_en;frarådet term 323_nb;frarådet term 323_nn;frarådet term 323_en;definisjon 323_nb;definisjon 323_nn;definisjon 323_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 323_nb;definisjon for allmennheten 323_nn;definisjon for allmennheten 323_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 323_nb;definisjon for spesialister 323_nn;definisjon_for_spesialister323_en;egendefinert;;;merknad323_nb;merknad323_nn;merknad323_en;eksempel323_nb;eksempel323_nn;eksempel323_en;fagområde4_nb;fagområde4_nn;fagområde4_en;http://lenketilverdiomraade323.no;Tittel verdiområde 323;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 324_en;anbefalt term 324_nn;anbefalt term 324_nb;tillatt term 324_nb;tillatt term 324_nn;tillatt term 324_en;frarådet term 324_nb;frarådet term 324_nn;frarådet term 324_en;definisjon 324_nb;definisjon 324_nn;definisjon 324_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 324_nb;definisjon for allmennheten 324_nn;definisjon for allmennheten 324_en;egendefinert;;;definisjon for spesialister 324_nb;definisjon for spesialister 324_nn;definisjon_for_spesialister324_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad324_nb;merknad324_nn;merknad324_en;eksempel324_nb;eksempel324_nn;eksempel324_en;fagområde5_nb;fagområde5_nn;fagområde5_en;http://lenketilverdiomraade324.no;Tittel verdiområde 324;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 325_en;anbefalt term 325_nn;anbefalt term 325_nb;tillatt term 325_nb;tillatt term 325_nn;tillatt term 325_en;frarådet term 325_nb;frarådet term 325_nn;frarådet term 325_en;definisjon 325_nb;definisjon 325_nn;definisjon 325_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 325_nb;definisjon for allmennheten 325_nn;definisjon for allmennheten 325_en;egendefinert;;;definisjon for spesialister 325_nb;definisjon for spesialister 325_nn;definisjon_for_spesialister325_en;egendefinert;;;merknad325_nb;merknad325_nn;merknad325_en;eksempel325_nb;eksempel325_nn;eksempel325_en;fagområde6_nb;fagområde6_nn;fagområde6_en;http://lenketilverdiomraade325.no;Tittel verdiområde 325;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 326_en;anbefalt term 326_nn;anbefalt term 326_nb;tillatt term 326_nb;tillatt term 326_nn;tillatt term 326_en;frarådet term 326_nb;frarådet term 326_nn;frarådet term 326_en;definisjon 326_nb;definisjon 326_nn;definisjon 326_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 326_nb;definisjon for allmennheten 326_nn;definisjon for allmennheten 326_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 326_nb;definisjon for spesialister 326_nn;definisjon_for_spesialister326_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad326_nb;merknad326_nn;merknad326_en;eksempel326_nb;eksempel326_nn;eksempel326_en;fagområde7_nb;fagområde7_nn;fagområde7_en;http://lenketilverdiomraade326.no;Tittel verdiområde 326;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 327_en;anbefalt term 327_nn;anbefalt term 327_nb;tillatt term 327_nb;tillatt term 327_nn;tillatt term 327_en;frarådet term 327_nb;frarådet term 327_nn;frarådet term 327_en;definisjon 327_nb;definisjon 327_nn;definisjon 327_en;egendefinert;;;definisjon for allmennheten 327_nb;definisjon for allmennheten 327_nn;definisjon for allmennheten 327_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 327_nb;definisjon for spesialister 327_nn;definisjon_for_spesialister327_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad327_nb;merknad327_nn;merknad327_en;eksempel327_nb;eksempel327_nn;eksempel327_en;fagområde8_nb;fagområde8_nn;fagområde8_en;http://lenketilverdiomraade327.no;Tittel verdiområde 327;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 328_en;anbefalt term 328_nn;anbefalt term 328_nb;tillatt term 328_nb;tillatt term 328_nn;tillatt term 328_en;frarådet term 328_nb;frarådet term 328_nn;frarådet term 328_en;definisjon 328_nb;definisjon 328_nn;definisjon 328_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 328_nb;definisjon for allmennheten 328_nn;definisjon for allmennheten 328_en;egendefinert;;;definisjon for spesialister 328_nb;definisjon for spesialister 328_nn;definisjon_for_spesialister328_en;basertPaaKilde;Tittel på kilde_spesialister|http://kildebasertspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildebasertspesialisteruri2.no/;merknad328_nb;merknad328_nn;merknad328_en;eksempel328_nb;eksempel328_nn;eksempel328_en;fagområde9_nb;fagområde9_nn;fagområde9_en;http://lenketilverdiomraade328.no;Tittel verdiområde 328;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 329_en;anbefalt term 329_nn;anbefalt term 329_nb;tillatt term 329_nb;tillatt term 329_nn;tillatt term 329_en;frarådet term 329_nb;frarådet term 329_nn;frarådet term 329_en;definisjon 329_nb;definisjon 329_nn;definisjon 329_en;egendefinert;;;definisjon for allmennheten 329_nb;definisjon for allmennheten 329_nn;definisjon for allmennheten 329_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 329_nb;definisjon for spesialister 329_nn;definisjon_for_spesialister329_en;egendefinert;;;merknad329_nb;merknad329_nn;merknad329_en;eksempel329_nb;eksempel329_nn;eksempel329_en;fagområde10_nb;fagområde10_nn;fagområde10_en;http://lenketilverdiomraade329.no;Tittel verdiområde 329;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 330_en;anbefalt term 330_nn;anbefalt term 330_nb;tillatt term 330_nb;tillatt term 330_nn;tillatt term 330_en;frarådet term 330_nb;frarådet term 330_nn;frarådet term 330_en;definisjon 330_nb;definisjon 330_nn;definisjon 330_en;egendefinert;;;definisjon for allmennheten 330_nb;definisjon for allmennheten 330_nn;definisjon for allmennheten 330_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 330_nb;definisjon for spesialister 330_nn;definisjon_for_spesialister330_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad330_nb;merknad330_nn;merknad330_en;eksempel330_nb;eksempel330_nn;eksempel330_en;fagområde11_nb;fagområde11_nn;fagområde11_en;http://lenketilverdiomraade330.no;Tittel verdiområde 330;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 331_en;anbefalt term 331_nn;anbefalt term 331_nb;tillatt term 331_nb;tillatt term 331_nn;tillatt term 331_en;frarådet term 331_nb;frarådet term 331_nn;frarådet term 331_en;definisjon 331_nb;definisjon 331_nn;definisjon 331_en;sitatFraKilde;Tittel på kilde|http://kildesitaturi.no/;Tittel på kilde nr. 2|http://kildesitaturi2.no/;definisjon for allmennheten 331_nb;definisjon for allmennheten 331_nn;definisjon for allmennheten 331_en;egendefinert;;;definisjon for spesialister 331_nb;definisjon for spesialister 331_nn;definisjon_for_spesialister331_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad331_nb;merknad331_nn;merknad331_en;eksempel331_nb;eksempel331_nn;eksempel331_en;fagområde12_nb;fagområde12_nn;fagområde12_en;http://lenketilverdiomraade331.no;Tittel verdiområde 331;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 332_en;anbefalt term 332_nn;anbefalt term 332_nb;tillatt term 332_nb;tillatt term 332_nn;tillatt term 332_en;frarådet term 332_nb;frarådet term 332_nn;frarådet term 332_en;definisjon 332_nb;definisjon 332_nn;definisjon 332_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 332_nb;definisjon for allmennheten 332_nn;definisjon for allmennheten 332_en;egendefinert;;;definisjon for spesialister 332_nb;definisjon for spesialister 332_nn;definisjon_for_spesialister332_en;egendefinert;;;merknad332_nb;merknad332_nn;merknad332_en;eksempel332_nb;eksempel332_nn;eksempel332_en;fagområde2_nb;fagområde2_nn;fagområde2_en;http://lenketilverdiomraade332.no;Tittel verdiområde 332;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 333_en;anbefalt term 333_nn;anbefalt term 333_nb;tillatt term 333_nb;tillatt term 333_nn;tillatt term 333_en;frarådet term 333_nb;frarådet term 333_nn;frarådet term 333_en;definisjon 333_nb;definisjon 333_nn;definisjon 333_en;egendefinert;;;definisjon for allmennheten 333_nb;definisjon for allmennheten 333_nn;definisjon for allmennheten 333_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 333_nb;definisjon for spesialister 333_nn;definisjon_for_spesialister333_en;sitatFraKilde;Tittel på kilde_spesialister|http://kildesitatspesialisteruri.no/;Tittel på kilde nr. 2_spesialister|http://kildesitatspesialisteruri2.no/;merknad333_nb;merknad333_nn;merknad333_en;eksempel333_nb;eksempel333_nn;eksempel333_en;fagområde3_nb;fagområde3_nn;fagområde3_en;http://lenketilverdiomraade333.no;Tittel verdiområde 333;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 334_en;anbefalt term 334_nn;anbefalt term 334_nb;tillatt term 334_nb;tillatt term 334_nn;tillatt term 334_en;frarådet term 334_nb;frarådet term 334_nn;frarådet term 334_en;definisjon 334_nb;definisjon 334_nn;definisjon 334_en;basertPaaKilde;Tittel på kilde|http://kildebaserturi.no/;Tittel på kilde nr. 2|http://kildebaserturi2.no/;definisjon for allmennheten 334_nb;definisjon for allmennheten 334_nn;definisjon for allmennheten 334_en;sitatFraKilde;Tittel på kilde_allmennheten|http://kildesitatallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildesitatallmennhetenuri2.no/;definisjon for spesialister 334_nb;definisjon for spesialister 334_nn;definisjon_for_spesialister334_en;egendefinert;;;merknad334_nb;merknad334_nn;merknad334_en;eksempel334_nb;eksempel334_nn;eksempel334_en;fagområde4_nb;fagområde4_nn;fagområde4_en;http://lenketilverdiomraade334.no;Tittel verdiområde 334;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
anbefalt term 335_en;anbefalt term 335_nn;anbefalt term 335_nb;tillatt term 335_nb;tillatt term 335_nn;tillatt term 335_en;frarådet term 335_nb;frarådet term 335_nn;frarådet term 335_en;definisjon 335_nb;definisjon 335_nn;definisjon 335_en;egendefinert;;;definisjon for allmennheten 335_nb;definisjon for allmennheten 335_nn;definisjon for allmennheten 335_en;basertPaaKilde;Tittel på kilde_allmennheten|http://kildebasertallmennhetenuri.no/;Tittel på kilde nr. 2_allmennheten|http://kildebasertallmennhetenuri2.no/;definisjon for spesialister 335_nb;definisjon for spesialister 335_nn;definisjon_for_spesialister335_en;egendefinert;;;merknad335_nb;merknad335_nn;merknad335_en;eksempel335_nb;eksempel335_nn;eksempel335_en;fagområde5_nb;fagområde5_nn;fagområde5_en;http://lenketilverdiomraade335.no;Tittel verdiområde 335;e-post@epost.no;47474747;12.02.2021;21.06.2024;https://concept-catalog.staging.fellesdatakatalog.digdir.no/collections/910298062/concepts/6c5ae564-bb03-41d0-81d0-38f2be16e8a0;0.1.0
